id,neighborhood,neighborhood_overview
11687122,South End,"Walking distance to Boston Common, Chinatown, Tufts Medical Center, South Station, and more! Look for events by the SoWa Artists' Guild or take in Boston's renowned South End Open Market (Sundays from May 1 to Oct 30)!  The South End is one of Boston’s most beautiful neighborhoods – brick townhouses, tree-lined streets, shady pocket parks – and also one of the most culturally diverse. The main commercial streets are Tremont Street, Columbus Avenue, and Harrison Avenue, but you’ll find delicious restaurants for every taste scattered throughout the neighborhood."
3415245,South End,"If you're looking for THE BEST location in all of the South End, you've found it here. Less than a block from Kitchen, Metropolis, Aquitaine, B&G Oysters, The Butcher Shop, The Beehive, Hamersley's Bistro, Mela, and Stephi's on Tremont and Chops . We are right in the middle of the most fabulous neighborhood in the city, and we love to give suggestions for places to visit."
7456890,South End,"*Boston Gardens and Charles River Esplanade   *Fenway Park a short cab/T ride - 25 Min walk *Duck Boat Tours *Restaurants: Mistral, Sorrelina, The Beehive, Coppa, Barcelona, Stephie's on Tremont, Stephanie's on Newbury, Abe and Louie's, Grill 23, Tico, Met Bar, Picco, The Salty Pig, Giacommo's, Douzo, Myer's and Chang, Zocalo *Bars: The Beehive, Cleary's Brownstone, Red Lantern, Deluxe"
6992859,South End,
7214920,South End,"The South End is one of Boston's main restaurant districts offering a diverse mix of cuisines, many at a relatively high price point. Tremont Street is often called ""Restaurant Row."" The South End's range of restaurants include American southern ""Low Country"", French, Ethiopian, Brazilian, Indian, Italian, Venezuelan, African, Peruvian, Latin American, Thai, and Japanese among others. The South End has a growing retail presence, much of it aimed primarily at upper-middle class shoppers. New retail shops offer a range of handmade gifts by local artists, home furnishings, men's and women's clothing, stationery, specialty foods, spa services, and a rapidly growing number of manicure and pedicure shops. Several new stores cater to wealthy dog owners. Northeastern University, Emerson College, Boston University Medical Center, and many other colleges located within walking distance or a short subway right away."
11041684,South End,"Brick sidewalks and brownstones line the streets with fountain parks and ornate wrought iron fences. The area is a hot spot for restaurants and shops. This neighborhood is the hub for local culture, cuisine and architecture giving visitors a true Boston experience   The area abounds with restaurants, markets, shopping, museums and art galleries."
5718921,South End,"Conveniently bordering the neighborhoods of the South End, Back Bay and Copley Square –  Steps to public transportation, the financial district, The Copley Mall, and Newbury Street."
6575654,South End,"The South End is the best neighborhood in the city - and arguably the best place to eat! Full of quaint parks and tree lined streets, you do not have to walk far for critically acclaimed eateries or the best sticky bun in town."
5067019,South End,"We think it's the best neighborhood in the city! Centrally located to all the fun attractions around the city.  Plenty of cafes, bars, restaurants, shopping, etc.  The best part about our location is that you can walk everywhere! Boston is a walking city and you can walk from the South End to the North End in 25 minutes! "
13318173,South End,"The apartment is located in one of Boston's premiere neighborhoods, the South End. It's centrally located in the city, so you are in short walking distance to the shops at the Prudential and Copley, Fenway Park, a lot of great restaurants and public transportation."
4410142,South End,Probably the most picturesque part of the city of Boston. The apartment is situated right on the border of South End and Back Bay within walking distance from one of the best restaurants and bars Boston can offer.
12979965,South End,"The South End is a historical neighborhood with excellent restaurants.  The Spanish Tapas Toro is right on our block (great tapas).  We also have Mike's in our block which is an excellent breakfast dinner (recommended).  Across the street there is Equator (really good Thai Food) and Seyo (Sushi).   In the next block there is a Seven Eleven, a convenience store, a Walgreens Pharmacy, Flour Bakery & Cafe (recommended) and many other wonderful restaurants at a walking distance."
4860853,South End,"The South End is a very urban, walk-able neighborhood in Boston. Known for its many parks, restaurants and artistic culture, this neighborhood has been the ""hottest"" in Boston's real estate market. Young families, professionals, doctors/nurses and empty nesters will enjoy this location."
5734770,South End,"Check out dinner at Deluxe or Picco if you're looking for a low key night and Barcelona, Toro, Myers & Chang for a more lively evening. We highly recommend walking along the Charles river during sunset and seeing music at Sinclair in Cambridge."
9731479,South End,"The apartment is steps away from 'Restaurant Row' in the South End with many of the best restaurants in New England, the acclaimed Beehive jazz club, as well as many other bars, bakeries, restaurants, parks, etc."
322593,South End,The South End is in the center of Boston and this house is in the center of the South End.
8575476,South End,"The South End of Boston is the premiere location to stay in the city.  While boasting the most beautiful homes, restaurants, shopping it is also  conveniently located just minutes from EVERY destination  in the city. I am not exaggerating at all when I say this unit is is the best location possible."
